Lat;Long;Name;Locality;Road;Operator;OpID;Email;Price1;Price2;Price3;Price4
40.73708;23.00886;Σταθμός Διοδίων Λαγκαδά Πλευρικά (Έξοδος Από Ηγουμενίτσα);Θεσσαλονίκης-Λαγυνά;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
40.60257;22.69825;Σταθμός Διοδίων Μαλγάρων Μετωπικά (Προς Αθήνα);Θεσσαλονίκης-Μάλγαρα;Α/Δ Αθηνών-Θεσσαλονίκης;egnatia;EG;eoae@egnatia.gr;0.80;1.20;3.00;4.20
40.60222;22.69828;Σταθμός Διοδίων Μαλγάρων Μετωπικά (Προς Θεσσαλονίκη);Θεσσαλονίκης-Μάλγαρα;Α/Δ Αθηνών-Θεσσαλονίκης;egnatia;EG;eoae@egnatia.gr;0.80;1.20;3.00;4.20
40.70963;23.68233;Σταθμός Διοδίων Ασπροβάλτας Πλευρικά (Από Ηγουμενίτσα);Θεσσαλονίκης-Νέα Βρασνά;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
40.70969;23.68007;Σταθμός Διοδίων Ασπροβάλτας Πλευρικά (Προς Ηγουμενίτσα);Θεσσαλονίκης-Νέα Βρασνά;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
40.68507;23.25728;Σταθμός Διοδίων Προφήτη Πλευρικά (Από Αλεξ/πολη);Θεσσαλονίκης-Προφήτης;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.60;0.90;2.30;3.20
40.68298;23.26014;Σταθμός Διοδίων Προφήτη Πλευρικά (Προς Αλεξ/πολη);Θεσσαλονίκης-Προφήτης;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.60;0.90;2.30;3.20
39.61861;20.94787;Σταθμός Διοδίων Παμβώτιδας Μετωπικά (Προς Αλεξ/πολη);Ιωαννίνων-Ιωάννινα;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.80;1.20;3.00;4.20
39.61887;20.94798;Σταθμός Διοδίων Παμβώτιδας Μετωπικά (Προς Ηγουμενίτσα);Ιωαννίνων-Ιωάννινα;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.80;1.20;3.00;4.20
39.42539;20.90533;Σταθμός Διοδίων Τερόβου Μετωπικά (Προς Ιωάννινα);Ιωαννίνων-Τέροβο;Α/Δ Αντιρρίου-Ιωαννίνων;neaodos;NO;info@neaodos.gr;2.35;3.35;8.45;11.85
39.42559;20.90509;Σταθμός Διοδίων Τερόβου Μετωπικά (Προς Ρίο);Ιωαννίνων-Τέροβο;Α/Δ Αντιρρίου-Ιωαννίνων;neaodos;NO;info@neaodos.gr;2.35;3.35;8.45;11.85
39.54018;20.67424;Σταθμός Διοδίων Τύριας Μετωπικά (Προς Αλεξ/πολη);Ιωαννίνων-Τύρια;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.50;2.10;5.30;7.40
39.54018;20.67446;Σταθμός Διοδίων Τύριας Μετωπικά (Προς Ηγουμενίτσα);Ιωαννίνων-Τύρια;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.50;2.10;5.30;7.40
40.87301;24.29632;Σταθμός Διοδίων Αγίου Ανδρέα Πλευρικά (Από Αλεξ/πολη);Καβάλας-Άγιος Ανδρέας;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.30;0.40;1.00;1.40
40.87425;24.29886;Σταθμός Διοδίων Αγίου Ανδρέα Πλευρικά (Προς Αλεξ/πολη);Καβάλας-Άγιος Ανδρέας;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.30;0.40;1.00;1.40
40.95475;24.46490;Σταθμός Διοδίων Άσπρων Χωμάτων Πλευρικά (Από Ηγουμενίτσα);Καβάλας-Άσπρη Άμμος;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
40.95614;24.46335;Σταθμός Διοδίων Άσπρων Χωμάτων Πλευρικά (Προς Ηγουμενίτσα);Καβάλας-Άσπρη Άμμος;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
40.95970;24.47231;Σταθμός Διοδίων Καβάλας Μετωπικά (Προς Αλεξ/πολη);Καβάλας-Άσπρη Άμμος;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.00;1.40;3.50;4.90
40.95996;24.47252;Σταθμός Διοδίων Καβάλας Μετωπικά (Προς Ηγουμενίτσα);Καβάλας-Άσπρη Άμμος;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.00;1.40;3.50;4.90
40.88656;24.23466;Σταθμός Διοδίων Ελευθερούπολης Πλευρικά (Από Αλεξ/πολη);Καβάλας-Εξοχή;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.50;0.60;1.50;2.10
40.88405;24.23595;Σταθμός Διοδίων Ελευθερούπολης Πλευρικά (Προς Αλεξ/πολη);Καβάλας-Εξοχή;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.50;0.60;1.50;2.10
40.85810;24.16227;Σταθμός Διοδίων Μουσθένης Μετωπικά (Προς Αλεξ/πολη);Καβάλας-Μουσθένη;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.10;1.60;4.00;5.60
40.85828;24.16236;Σταθμός Διοδίων Μουσθένης Μετωπικά (Προς Ηγουμενίτσα);Καβάλας-Μουσθένη;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.10;1.60;4.00;5.60
40.83828;24.11487;Σταθμός Διοδίων Μουσθένης Πλευρικά (Από Ηγουμενίτσα);Καβάλας-Μουσθένη;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.60;0.80;2.00;2.80
40.84142;24.11660;Σταθμός Διοδίων Μουσθένης Πλευρικά (Προς Ηγουμενίτσα);Καβάλας-Μουσθένη;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.60;0.80;2.00;2.80
40.78273;23.95742;Σταθμός Διοδίων Γαληψού Ορφανίου Πλευρικά (Από Ηγουμενίτσα);Καβάλας-Ορφάνιο;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
40.78738;23.95591;Σταθμός Διοδίων Γαληψού Ορφανίου Πλευρικά (Προς Ηγουμενίτσα);Καβάλας-Ορφάνιο;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
39.21048;22.06925;Σταθμός Διοδίων Ανάβρας Πλευρικά (Από Λαμία);Καρδίτσας-Ανάβρα;Α/Δ Λαμίας-Τρικάλων;kentrikiodos;KO;customercare@kentrikiodos.gr;1.40;2.00;5.00;7.00
39.21025;22.06905;Σταθμός Διοδίων Ανάβρας Πλευρικά (Προς Λαμία);Καρδίτσας-Ανάβρα;Α/Δ Λαμίας-Τρικάλων;kentrikiodos;KO;customercare@kentrikiodos.gr;1.40;2.00;5.00;7.00
39.25717;22.08299;Σταθμός Διοδίων Σοφάδων Μετωπικά (Προς Λαμία);Καρδίτσας-Μαυραχάδες;Α/Δ Λαμίας-Τρικάλων;kentrikiodos;KO;customercare@kentrikiodos.gr;2.35;3.40;8.50;11.95
39.25691;22.08320;Σταθμός Διοδίων Σοφάδων Μετωπικά (Προς Τρίκαλα);Καρδίτσας-Μαυραχάδες;Α/Δ Λαμίας-Τρικάλων;kentrikiodos;KO;customercare@kentrikiodos.gr;2.35;3.40;8.50;11.95
39.47480;21.90310;Σταθμός Διοδίων Προαστίου Πλευρικά (Από Λαμία);Καρδίτσας-Προάστιο;Α/Δ Λαμίας-Τρικάλων;kentrikiodos;KO;customercare@kentrikiodos.gr;0.80;1.15;2.85;4.05
39.47460;21.90324;Σταθμός Διοδίων Προαστίου Πλευρικά (Προς Λαμία);Καρδίτσας-Προάστιο;Α/Δ Λαμίας-Τρικάλων;kentrikiodos;KO;customercare@kentrikiodos.gr;0.80;1.15;2.85;4.05
40.57450;21.06155;Σταθμός Διοδίων Ιεροπηγής Μετωπικά (Προς Κρυσταλλοπηγή);Καστοριάς-Ιεροπηγή;Α/Δ Σιάτιστας-Κρυσταλλοπηγής;egnatia;EG;eoae@egnatia.gr;1.00;1.40;3.50;4.90
40.57463;21.06136;Σταθμός Διοδίων Ιεροπηγής Μετωπικά (Προς Σιάτιστα);Καστοριάς-Ιεροπηγή;Α/Δ Σιάτιστας-Κρυσταλλοπηγής;egnatia;EG;eoae@egnatia.gr;1.00;1.40;3.50;4.90
41.10873;22.55840;Σταθμός Διοδίων Ευζώνων Μετωπικά (Προς Μάλγαρα);Κιλκίς-Εύζωνοι;Α/Δ ΠΑΘΕ;egnatia;EG;eoae@egnatia.gr;1.30;1.80;4.50;6.30
41.10865;22.55872;Σταθμός Διοδίων Ευζώνων Μετωπικά (Προς Σύνορα);Κιλκίς-Εύζωνοι;Α/Δ ΠΑΘΕ;egnatia;EG;eoae@egnatia.gr;1.30;1.80;4.50;6.30
40.98913;22.60377;Σταθμός Διοδίων Πολυκάστρου Πλευρικά (Από Πολύκαστρο);Κιλκίς-Πολύκαστρο;Α/Δ ΠΑΘΕ;egnatia;EG;eoae@egnatia.gr;0.90;1.30;3.30;4.60
40.98902;22.60492;Σταθμός Διοδίων Πολυκάστρου Πλευρικά (Προς Πολύκαστρο);Κιλκίς-Πολύκαστρο;Α/Δ ΠΑΘΕ;egnatia;EG;eoae@egnatia.gr;0.90;1.30;3.30;4.60
40.29780;21.68065;Σταθμός Διοδίων Καλαμιάς Πλευρικά (Από Αλεξ/πολη);Κοζάνης-Καλαμιά;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.30;0.40;1.00;1.40
40.30186;21.69036;Σταθμός Διοδίων Καλαμιάς Πλευρικά (Προς Αλεξ/πολη);Κοζάνης-Καλαμιά;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.30;0.40;1.00;1.40
40.36719;22.06011;Σταθμός Διοδίων Πολύμυλου Μετωπικά (Προς Αλεξ/πολη);Κοζάνης-Πολύμυλος;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.00;1.40;3.50;4.90
40.36724;22.06038;Σταθμός Διοδίων Πολύμυλου Μετωπικά (Προς Ηγουμενίτσα);Κοζάνης-Πολύμυλος;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.00;1.40;3.50;4.90
40.23622;21.57988;Σταθμός Διοδίων Σιάτιστας Ανατολικά Πλευρικά (Από Ηγουμενίτσα);Κοζάνης-Σιάτιστα;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.50;0.70;1.80;2.50
40.23697;21.57984;Σταθμός Διοδίων Σιάτιστας Ανατολικά Πλευρικά (Προς Ηγουμενίτσα);Κοζάνης-Σιάτιστα;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.50;0.70;1.80;2.50
40.25640;21.63294;Σταθμός Διοδίων Σιάτιστας Μετωπικά (Προς Αλεξ/πολη);Κοζάνης-Σιάτιστα;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.10;1.50;3.80;5.30
40.25663;21.63296;Σταθμός Διοδίων Σιάτιστας Μετωπικά (Προς Ηγουμενίτσα);Κοζάνης-Σιάτιστα;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.10;1.50;3.80;5.30
37.92207;23.11896;Σταθμός Διοδίων Αγίων Θεοδώρων Πλευρικά (Από Αθήνα);Κορινθίας-Άγιοι Θεόδωροι;Α/Δ Αθηνών-Κορίνθου;olympiaodos;OO;customercare@olympiaoperation.gr;0.40;0.60;1.50;2.10
37.92194;23.11967;Σταθμός Διοδίων Αγίων Θεοδώρων Πλευρικά (Προς Αθήνα);Κορινθίας-Άγιοι Θεόδωροι;Α/Δ Αθηνών-Κορίνθου;olympiaodos;OO;customercare@olympiaoperation.gr;0.40;0.60;1.50;2.10
38.13183;22.40492;Σταθμός Διοδίων Δερβενίου Πλευρικά (Από Αθήνα);Κορινθίας-Δερβένι;Α/Δ Κορίνθου-Πατρών;olympiaodos;OO;customercare@olympiaoperation.gr;1.00;1.40;3.60;5.10
38.13193;22.40525;Σταθμός Διοδίων Δερβενίου Πλευρικά (Προς Αθήνα);Κορινθίας-Δερβένι;Α/Δ Κορίνθου-Πατρών;olympiaodos;OO;customercare@olympiaoperation.gr;1.00;1.40;3.60;5.10
37.93143;22.78815;Σταθμός Διοδίων Ζευγολατιού Πλευρικά (Από Αθήνα);Κορινθίας-Ζευγολατιό;Α/Δ Κορίνθου-Πατρών;olympiaodos;OO;customercare@olympiaoperation.gr;0.50;0.80;2.00;2.90
37.93128;22.78786;Σταθμός Διοδίων Ζευγολατιού Πλευρικά (Προς Αθήνα);Κορινθίας-Ζευγολατιό;Α/Δ Κορίνθου-Πατρών;olympiaodos;OO;customercare@olympiaoperation.gr;0.50;0.80;2.00;2.90
37.92481;23.03208;Σταθμός Διοδίων Ισθμίων Μετωπικά (Προς Αθήνα);Κορινθίας-Ίσθμια;Α/Δ Αθηνών-Κορίνθου;olympiaodos;OO;customercare@olympiaoperation.gr;1.30;1.90;4.90;6.90
37.92535;23.03274;Σταθμός Διοδίων Ισθμίων Μετωπικά (Προς Πάτρα);Κορινθίας-Ίσθμια;Α/Δ Αθηνών-Κορίνθου;olympiaodos;OO;customercare@olympiaoperation.gr;1.30;1.90;4.90;6.90
37.99692;22.73517;Σταθμός Διοδίων Κιάτου Μετωπικά (Προς Αθήνα);Κορινθίας-Κιάτο;Α/Δ Κορίνθου-Πατρών;olympiaodos;OO;customercare@olympiaoperation.gr;1.70;2.50;6.20;8.80
37.99651;22.73565;Σταθμός Διοδίων Κιάτου Μετωπικά (Προς Πάτρα);Κορινθίας-Κιάτο;Α/Δ Κορίνθου-Πατρών;olympiaodos;OO;customercare@olympiaoperation.gr;1.70;2.50;6.20;8.80
38.00783;22.73326;Σταθμός Διοδίων Κιάτου Πλευρικά (Από Πάτρα);Κορινθίας-Κιάτο;Α/Δ Κορίνθου-Πατρών;olympiaodos;OO;customercare@olympiaoperation.gr;0.60;0.90;2.40;3.30
38.00783;22.73354;Σταθμός Διοδίων Κιάτου Πλευρικά (Προς Πάτρα);Κορινθίας-Κιάτο;Α/Δ Κορίνθου-Πατρών;olympiaodos;OO;customercare@olympiaoperation.gr;0.60;0.90;2.40;3.30
37.83599;22.80797;Σταθμός Διοδίων Σπαθοβουνίου Μετωπικά (Προς Καλαμάτα);Κορινθίας-Σπαθοβούνι;Α/Δ Μορέας;moreas;MO;info@moreas.com.gr;1.90;2.70;6.85;9.60
37.83565;22.80808;Σταθμός Διοδίων Σπαθοβουνίου Μετωπικά (Προς Κόρινθο);Κορινθίας-Σπαθοβούνι;Α/Δ Μορέας;moreas;MO;info@moreas.com.gr;1.90;2.70;6.85;9.60
39.74348;22.47595;Σταθμός Διοδίων Γυρτώνης Πλευρικά (Από Αθήνα);Λάρισας-Γυρτώνη;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;0.40;0.60;1.90;2.70
39.74499;22.47529;Σταθμός Διοδίων Γυρτώνης Πλευρικά (Προς Αθήνα);Λάρισας-Γυρτώνη;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;0.40;0.60;1.90;2.70
39.82932;22.51144;Σταθμός Διοδίων Ευαγγελισμού Πλευρικά (Από Θεσσαλονίκη);Λάρισας-Ευαγγελισμός;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;0.70;1.10;3.20;4.50
39.82932;22.51359;Σταθμός Διοδίων Ευαγγελισμού Πλευρικά (Προς Θεσσαλονίκη);Λάρισας-Ευαγγελισμός;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;0.70;1.10;3.20;4.50
39.49450;22.62619;Σταθμός Διοδίων Κιλελέρ Πλευρικά (Από Αθήνα);Λάρισας-Κιλελέρ;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.50;2.10;6.40;9.00
39.49332;22.61891;Σταθμός Διοδίων Κιλελέρ Πλευρικά (Προς Αθήνα);Λάρισας-Κιλελέρ;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.50;2.10;6.40;9.00
39.80461;22.50252;Σταθμός Διοδίων Μακρυχωρίου Μετωπικά (Προς Αθήνα);Λάρισας-Μακρυχώρι;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.60;2.20;6.80;9.60
39.80427;22.50270;Σταθμός Διοδίων Μακρυχωρίου Μετωπικά (Προς Θεσσαλονίκη);Λάρισας-Μακρυχώρι;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.60;2.20;6.80;9.60
39.79680;22.49904;Σταθμός Διοδίων Μακρυχωρίου Πλευρικά (Από Αθήνα);Λάρισας-Μακρυχώρι;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;0.70;1.00;3.00;4.20
39.44227;22.68931;Σταθμός Διοδίων Μεγάλου Μοναστηρίου Πλευρικά (Από Αθήνα);Λάρισας-Μεγάλο Μοναστήρι;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.20;1.70;5.00;7.00
39.44117;22.68652;Σταθμός Διοδίων Μεγάλου Μοναστηρίου Πλευρικά (Προς Αθήνα);Λάρισας-Μεγάλο Μοναστήρι;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.20;1.70;5.00;7.00
39.52294;22.55670;Σταθμός Διοδίων Μοσχοχωρίου Μετωπικά (Προς Αθήνα);Λάρισας-Μοσχοχώρι;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;2.50;3.60;10.80;15.10
39.52292;22.55705;Σταθμός Διοδίων Μοσχοχωρίου Μετωπικά (Προς Θεσσαλονίκη);Λάρισας-Μοσχοχώρι;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;2.50;3.60;10.80;15.10
39.90926;22.62438;Σταθμός Διοδίων Πυργετού Πλευρικά (Προς Αθήνα);Λάρισας-Πυργετός;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.00;1.50;4.50;6.30
39.90894;22.62438;Σταθμός Διοδίων Πυργετού Πλευρικά (Προς Θεσσαλονίκη);Λάρισας-Πυργετός;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.00;1.50;4.50;6.30
39.38855;22.76817;Σταθμός Διοδίων Βελεστίνου Πλευρικά (Από Αθήνα);Μαγνησίας-Βελεστίνο;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;0.80;1.10;3.30;4.60
39.38900;22.76446;Σταθμός Διοδίων Βελεστίνου Πλευρικά (Προς Αθήνα);Μαγνησίας-Βελεστίνο;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;0.80;1.10;3.30;4.60
39.39075;22.76492;Σταθμός Διοδίων Βελεστίνου Πλευρικά (Προς Αθήνα);Μαγνησίας-Βελεστίνο;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;0.80;1.10;3.30;4.60
37.15246;22.02610;Σταθμός Διοδίων Αρφαρών Πλευρικά (Από Κόρινθο);Μεσσηνίας-Αρφαρά;Α/Δ Μορέας;moreas;MO;info@moreas.com.gr;0.50;0.80;2.05;2.85
37.15349;22.02565;Σταθμός Διοδίων Αρφαρών Πλευρικά (Προς Κόρινθο);Μεσσηνίας-Αρφαρά;Α/Δ Μορέας;moreas;MO;info@moreas.com.gr;0.50;0.80;2.05;2.85
37.07192;22.04808;Σταθμός Διοδίων Θουρίας Πλευρικά (Από Καλαμάτα);Μεσσηνίας-Θουρία;Α/Δ Μορέας;moreas;MO;info@moreas.com.gr;0.30;0.50;1.30;1.85
37.07162;22.04731;Σταθμός Διοδίων Θουρίας Πλευρικά (Προς Καλαμάτα);Μεσσηνίας-Θουρία;Α/Δ Μορέας;moreas;MO;info@moreas.com.gr;0.30;0.50;1.30;1.85
37.13694;22.03779;Σταθμός Διοδίων Καλαμάτας Μετωπικά (Προς Καλαμάτα);Μεσσηνίας-Καλαμάτα;Α/Δ Μορέας;moreas;MO;info@moreas.com.gr;1.40;2.05;5.15;7.25
37.13675;22.03810;Σταθμός Διοδίων Καλαμάτας Μετωπικά (Προς Κόρινθο);Μεσσηνίας-Καλαμάτα;Α/Δ Μορέας;moreas;MO;info@moreas.com.gr;1.40;2.05;5.15;7.25
37.33067;22.07845;Σταθμός Διοδίων Παραδείσιων Πλευρικά (Από Καλαμάτα);Μεσσηνίας-Παραδείσια;Α/Δ Μορέας;moreas;MO;info@moreas.com.gr;0.50;0.80;2.05;2.90
37.33179;22.07778;Σταθμός Διοδίων Παραδείσιων Πλευρικά (Προς Καλαμάτα);Μεσσηνίας-Παραδείσια;Α/Δ Μορέας;moreas;MO;info@moreas.com.gr;0.50;0.80;2.05;2.90
41.09622;24.94660;Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Ηγουμενίτσα Προς Ξάνθη);Ξάνθης-Βαφέικα;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
41.09518;24.94467;Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Ηγουμενίτσα Προς Πόρτο Λάγος);Ξάνθης-Βαφέικα;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
41.09463;24.93714;Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Ξάνθη Προς Ηγουμενίτσα);Ξάνθης-Βαφέικα;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
41.09820;24.94494;Σταθμός Διοδίων Βαφέικων Πλευρικά (Από Πόρτο Λάγος Προς Ηγουμενίτσα);Ξάνθης-Βαφέικα;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
40.03581;22.56973;Σταθμός Διοδίων Λεπτοκαρυάς Μετωπικά (Προς Αθήνα);Πιερίας-Λεπτοκαρυά;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;2.00;2.80;8.60;12.00
40.03565;22.56999;Σταθμός Διοδίων Λεπτοκαρυάς Μετωπικά (Προς Θεσσαλονίκη);Πιερίας-Λεπτοκαρυά;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;2.00;2.80;8.60;12.00
40.04498;22.56406;Σταθμός Διοδίων Λεπτοκαρυάς Πλευρικά (Από Θεσσαλονίκη);Πιερίας-Λεπτοκαρυά;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.10;1.60;4.90;6.80
40.04503;22.56537;Σταθμός Διοδίων Λεπτοκαρυάς Πλευρικά (Προς Θεσσαλονίκη);Πιερίας-Λεπτοκαρυά;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;1.10;1.60;4.90;6.80
39.98173;22.62521;Σταθμός Διοδίων Πλαταμώνα Πλευρικά (Από Αθήνα);Πιερίας-Πλαταμώνας;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;0.40;0.60;1.80;2.50
39.98173;22.62488;Σταθμός Διοδίων Πλαταμώνα Πλευρικά (Προς Αθήνα);Πιερίας-Πλαταμώνας;Α/Δ Αθηνών-Θεσσαλονίκης;aegeanmotorway;AM;customercare@aegeanmotorway.gr;0.40;0.60;1.80;2.50
39.33170;20.91559;Σταθμός Διοδίων Γοργόμυλου Πλευρικά (Από Ρίο);Πρέβεζας-Γοργόμυλος;Α/Δ Αντιρρίου-Ιωαννίνων;neaodos;NO;info@neaodos.gr;0.75;1.10;2.75;3.90
39.33199;20.91415;Σταθμός Διοδίων Γοργόμυλου Πλευρικά (Προς Ρίο);Πρέβεζας-Γοργόμυλος;Α/Δ Αντιρρίου-Ιωαννίνων;neaodos;NO;info@neaodos.gr;0.75;1.10;2.75;3.90
41.12035;25.08013;Σταθμός Διοδίων Ίασμου Μετωπικά (Προς Αλεξ/πολη);Ροδόπης-Ίασμος;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.00;1.40;3.50;4.90
41.12048;25.08019;Σταθμός Διοδίων Ίασμου Μετωπικά (Προς Ηγουμενίτσα);Ροδόπης-Ίασμος;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;1.00;1.40;3.50;4.90
41.11714;25.18443;Σταθμός Διοδίων Ίασμου Πλευρικά (Από Αλεξ/πολη);Ροδόπης-Ίασμος;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.40;0.50;1.30;1.80
41.11562;25.18446;Σταθμός Διοδίων Ίασμου Πλευρικά (Προς Αλεξ/πολη);Ροδόπης-Ίασμος;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.40;0.50;1.30;1.80
41.05960;25.47539;Σταθμός Διοδίων ΒΙ.ΠΕ. Κομοτηνής Πλευρικά (Από Ηγουμενίτσα);Ροδόπης-Φύλακας;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
41.06149;25.47661;Σταθμός Διοδίων ΒΙ.ΠΕ. Κομοτηνής Πλευρικά (Προς Ηγουμενίτσα);Ροδόπης-Φύλακας;Εγνατία Οδός;egnatia;EG;eoae@egnatia.gr;0.20;0.30;0.80;1.10
41.36410;23.35685;Σταθμός Διοδίων Προμαχώνα Μετωπικά (Προς Προμαχώνα);Σερρών-Προμαχώνας;Α/Δ Σερρών-Προμαχώνα;egnatia;EG;eoae@egnatia.gr;1.40;2.00;5.00;7.00
41.36428;23.35673;Σταθμός Διοδίων Προμαχώνα Μετωπικά (Προς Σέρρες);Σερρών-Προμαχώνας;Α/Δ Σερρών-Προμαχώνα;egnatia;EG;eoae@egnatia.gr;1.40;2.00;5.00;7.00
41.04377;23.29506;Σταθμός Διοδίων Στρυμονικού Μετωπικά (Προς Θεσσαλονίκη);Σερρών-Στρυμονικό;Α/Δ Θεσσαλονίκης-Σερρών;egnatia;EG;eoae@egnatia.gr;0.70;1.00;2.50;3.50
41.04362;23.29504;Σταθμός Διοδίων Στρυμονικού Μετωπικά (Προς Σέρρες);Σερρών-Στρυμονικό;Α/Δ Θεσσαλονίκης-Σερρών;egnatia;EG;eoae@egnatia.gr;0.70;1.00;2.50;3.50
39.70028;21.60858;Σταθμός Διοδίων Καλαμπάκας Πλευρικά (Από Καλαμπάκα);Τρικάλων-Καλαμπάκα;Κεντρική Οδός;kentrikiodos;KO;customercare@kentrikiodos.gr;0.60;0.90;2.25;3.15
39.69975;21.61080;Σταθμός Διοδίων Καλαμπάκας Πλευρικά (Προς Καλαμπάκα);Τρικάλων-Καλαμπάκα;Κεντρική Οδός;kentrikiodos;KO;customercare@kentrikiodos.gr;0.60;0.90;2.25;3.15
